Name,Action,Action Description VI,Action JP,Data Scope,Module,Module Code,No,Route,Screen EN Fixed,Screen ID,Screen JP,Screen Key,Screen VN,System,System Code,System JP
saki.contract.contract_approval.view,view,Xem màn hình/dữ liệu,参照,ALL/DEPARTMENT/ASSIGNED_ONLY,Contract Management,contract,263,/saki/contracts/:id/approve,Contract Approval,SA-CON-003,契約承認,contract_approval,Approve/reject contract.,SAKI Portal,saki,派遣先ポータル
saki.contract.contract_approval.approve,approve,Phê duyệt,承認,ALL/DEPARTMENT/ASSIGNED_ONLY,Contract Management,contract,264,/saki/contracts/:id/approve,Contract Approval,SA-CON-003,契約承認,contract_approval,Approve/reject contract.,SAKI Portal,saki,派遣先ポータル
saki.contract.contract_approval.reject,reject,Từ chối/trả lại,却下/差戻し,ALL/DEPARTMENT/ASSIGNED_ONLY,Contract Management,contract,265,/saki/contracts/:id/approve,Contract Approval,SA-CON-003,契約承認,contract_approval,Approve/reject contract.,SAKI Portal,saki,派遣先ポータル
saki.contract.contract_detail.view,view,Xem màn hình/dữ liệu,参照,ALL/DEPARTMENT/ASSIGNED_ONLY,Contract Management,contract,266,/saki/contracts/:id,Contract Detail,SA-CON-002,契約詳細,contract_detail,Xem contract detail.,SAKI Portal,saki,派遣先ポータル
saki.contract.contract_list.view,view,Xem màn hình/dữ liệu,参照,ALL/DEPARTMENT/ASSIGNED_ONLY,Contract Management,contract,267,/saki/contracts,Contract List,SA-CON-001,契約一覧,contract_list,Danh sách contract.,SAKI Portal,saki,派遣先ポータル
saki.attendance.attendance_dashboard.view,view,Xem màn hình/dữ liệu,参照,ALL/DEPARTMENT/ASSIGNED_ONLY,Attendance Management,attendance,268,/saki/attendance,Attendance Dashboard,SA-ATT-001,勤怠TOP,attendance_dashboard,Dashboard attendance approval.,SAKI Portal,saki,派遣先ポータル
saki.attendance.attendance_list.view,view,Xem màn hình/dữ liệu,参照,ALL/DEPARTMENT/ASSIGNED_ONLY,Attendance Management,attendance,271,/saki/attendance/list,Attendance List,SA-ATT-002,勤怠一覧,attendance_list,Danh sách attendance submitted.,SAKI Portal,saki,派遣先ポータル
saki.attendance.attendance_detail.view,view,Xem màn hình/dữ liệu,参照,ALL/DEPARTMENT/ASSIGNED_ONLY,Attendance Management,attendance,272,/saki/attendance/:id,Attendance Detail,SA-ATT-003,勤怠詳細,attendance_detail,Xem attendance detail.,SAKI Portal,saki,派遣先ポータル
saki.attendance.attendance_approval.view,view,Xem màn hình/dữ liệu,参照,ALL/DEPARTMENT/ASSIGNED_ONLY,Attendance Management,attendance,273,/saki/attendance/:id/approve,Attendance Approval,SA-ATT-004,勤怠承認,attendance_approval,Approve/reject attendance.,SAKI Portal,saki,派遣先ポータル
saki.attendance.attendance_approval.approve,approve,Phê duyệt,承認,ALL/DEPARTMENT/ASSIGNED_ONLY,Attendance Management,attendance,274,/saki/attendance/:id/approve,Attendance Approval,SA-ATT-004,勤怠承認,attendance_approval,Approve/reject attendance.,SAKI Portal,saki,派遣先ポータル
saki.attendance.attendance_approval.reject,reject,Từ chối/trả lại,却下/差戻し,ALL/DEPARTMENT/ASSIGNED_ONLY,Attendance Management,attendance,275,/saki/attendance/:id/approve,Attendance Approval,SA-ATT-004,勤怠承認,attendance_approval,Approve/reject attendance.,SAKI Portal,saki,派遣先ポータル
saki.attendance.unsubmitted_attendance_list.view,view,Xem màn hình/dữ liệu,参照,ALL/DEPARTMENT/ASSIGNED_ONLY,Attendance Management,attendance,276,/saki/attendance/unsubmitted,Unsubmitted Attendance List,SA-ATT-005,未申請勤怠一覧,unsubmitted_attendance_list,Danh sách attendance chưa submit.,SAKI Portal,saki,派遣先ポータル
saki.attendance.unapproved_attendance_list.view,view,Xem màn hình/dữ liệu,参照,ALL/DEPARTMENT/ASSIGNED_ONLY,Attendance Management,attendance,277,/saki/attendance/unapproved,Unapproved Attendance List,SA-ATT-006,未承認勤怠一覧,unapproved_attendance_list,Danh sách attendance chưa approve.,SAKI Portal,saki,派遣先ポータル
saki.attendance.attendance_reminder_history.view,view,Xem màn hình/dữ liệu,参照,ALL/DEPARTMENT/ASSIGNED_ONLY,Attendance Management,attendance,278,/saki/attendance/reminders,Attendance Reminder History,SA-ATT-007,勤怠通知履歴,attendance_reminder_history,Lịch sử reminder attendance.,SAKI Portal,saki,派遣先ポータル
saki.attendance.attendance_approval_history.view,view,Xem màn hình/dữ liệu,参照,ALL/DEPARTMENT/ASSIGNED_ONLY,Attendance Management,attendance,279,/saki/attendance/approval-history,Attendance Approval History,SA-ATT-008,勤怠承認履歴,attendance_approval_history,Lịch sử approve attendance.,SAKI Portal,saki,派遣先ポータル
saki.attendance.attendance_export.export,export,Export CSV/Excel,エクスポート,ALL/DEPARTMENT/ASSIGNED_ONLY,Attendance Management,attendance,282,/saki/attendance/export,Attendance Export,SA-ATT-009,勤怠DL,attendance_export,Export attendance CSV/Excel.,SAKI Portal,saki,派遣先ポータル
saki.billing.invoice_list.view,view,Xem màn hình/dữ liệu,参照,ALL/DEPARTMENT/ASSIGNED_ONLY,Billing Management,billing,283,/saki/billing,Invoice List,SA-BILL-001,請求一覧,invoice_list,Xem danh sách tất cả các invoice,SAKI Portal,saki,派遣先ポータル
saki.billing.company_invoice_list.view,view,Xem màn hình/dữ liệu,参照,ALL/DEPARTMENT/ASSIGNED_ONLY,Billing Management,billing,284,/saki/billing/company,Invoice List,SA-BILL-002,請求一覧,company_invoice_list,Xem danh sách các công ty MOTO đang làm việc với SAKI có invoice cần xác nhận,SAKI Portal,saki,派遣先ポータル
saki.billing.department_invoice_list.view,view,Xem màn hình/dữ liệu,参照,ALL/DEPARTMENT/ASSIGNED_ONLY,Billing Management,billing,285,/saki/billing/department,Invoice List,SA-BILL-003,請求一覧,department_invoice_list,Xem danh sách các department có invoice cần xác nhận,SAKI Portal,saki,派遣先ポータル
saki.billing.lock_invoice_list.lock,lock,Khóa account/dữ liệu,ロック,ALL/DEPARTMENT/ASSIGNED_ONLY,Billing Management,billing,287,/saki/billing/lock,Lock Invoice List,SA-BILL-004,請求一覧,lock_invoice_list,Xem danh sách các invoice đã được lock,SAKI Portal,saki,派遣先ポータル
saki.billing.unlock_invoice_list.view,view,Xem màn hình/dữ liệu,参照,ALL/DEPARTMENT/ASSIGNED_ONLY,Billing Management,billing,288,/saki/billing/unlock,Unlock Invoice List,SA-BILL-005,請求一覧,unlock_invoice_list,Xem danh sách các invoice chưa được lock,SAKI Portal,saki,派遣先ポータル
saki.billing.unlock_invoice_list.unlock,unlock,Mở khóa account/dữ liệu,ロック解除,ALL/DEPARTMENT/ASSIGNED_ONLY,Billing Management,billing,289,/saki/billing/unlock,Unlock Invoice List,SA-BILL-005,請求一覧,unlock_invoice_list,Xem danh sách các invoice chưa được lock,SAKI Portal,saki,派遣先ポータル
saki.billing.company_invoice_detail.view,view,Xem màn hình/dữ liệu,参照,ALL/DEPARTMENT/ASSIGNED_ONLY,Billing Management,billing,290,/saki/billing/company/:companyId,Company Invoice Detail,SA-BILL-006,請求一覧,company_invoice_detail,Xem danh sách các invoice trong 1 company MOTO,SAKI Portal,saki,派遣先ポータル
saki.billing.department_invoice_detail.view,view,Xem màn hình/dữ liệu,参照,ALL/DEPARTMENT/ASSIGNED_ONLY,Billing Management,billing,291,/saki/billing/department/:departmentId,Deparment Invoice Detail,SA-BILL-007,請求一覧,department_invoice_detail,Xem danh sách cáci invoice trong 1 department,SAKI Portal,saki,派遣先ポータル
saki.billing.invoice_detail.view,view,Xem màn hình/dữ liệu,参照,ALL/DEPARTMENT/ASSIGNED_ONLY,Billing Management,billing,292,/saki/billing/:id,Invoice Detail,SA-BILL-008,請求詳細,invoice_detail,Xem chi tiết invoice.,SAKI Portal,saki,派遣先ポータル
saki.billing.invoice_pdf_download.view,view,Xem màn hình/dữ liệu,参照,ALL/DEPARTMENT/ASSIGNED_ONLY,Billing Management,billing,293,/saki/billing/:id/pdf,Invoice PDF Download,SA-BILL-009,請求書PDF,invoice_pdf_download,Download invoice PDF.,SAKI Portal,saki,派遣先ポータル
saki.billing.invoice_pdf_download.download,download,Download file/PDF,ダウンロード,ALL/DEPARTMENT/ASSIGNED_ONLY,Billing Management,billing,294,/saki/billing/:id/pdf,Invoice PDF Download,SA-BILL-009,請求書PDF,invoice_pdf_download,Download invoice PDF.,SAKI Portal,saki,派遣先ポータル
saki.settings.mail_notification_setting.view,view,Xem màn hình/dữ liệu,参照,ALL,Company Settings,settings,295,/saki/settings/mail-notifications,Mail Notification Setting,SA-SET-007,メール通知設定,mail_notification_setting,Thiết lập mail notification.,SAKI Portal,saki,派遣先ポータル
saki.settings.mail_notification_setting.edit,edit,Chỉnh sửa dữ liệu,修正,ALL,Company Settings,settings,296,/saki/settings/mail-notifications,Mail Notification Setting,SA-SET-007,メール通知設定,mail_notification_setting,Thiết lập mail notification.,SAKI Portal,saki,派遣先ポータル
saki.settings.approval_group_master.view,view,Xem màn hình/dữ liệu,参照,ALL,Company Settings,settings,297,/saki/groups/approved,Approval Group Master,SA-SET-006,承認グループマスタ,approval_group_master,Approval Group Master,SAKI Portal,saki,派遣先ポータル
saki.settings.approval_group_master.create,create,Tạo mới dữ liệu,作成,ALL,Company Settings,settings,298,/saki/groups/approved,Approval Group Master,SA-SET-006,承認グループマスタ,approval_group_master,Approval Group Master,SAKI Portal,saki,派遣先ポータル
saki.settings.approval_group_master.edit,edit,Chỉnh sửa dữ liệu,修正,ALL,Company Settings,settings,299,/saki/groups/approved,Approval Group Master,SA-SET-006,承認グループマスタ,approval_group_master,Approval Group Master,SAKI Portal,saki,派遣先ポータル
saki.settings.approval_group_master.delete,delete,Xóa dữ liệu,削除,ALL,Company Settings,settings,300,/saki/groups/approved,Approval Group Master,SA-SET-006,承認グループマスタ,approval_group_master,Approval Group Master,SAKI Portal,saki,派遣先ポータル
saki.settings.approval_group_master.approve,approve,Phê duyệt,承認,ALL,Company Settings,settings,301,/saki/groups/approved,Approval Group Master,SA-SET-006,承認グループマスタ,approval_group_master,Approval Group Master,SAKI Portal,saki,派遣先ポータル
saki.settings.approval_group_master.reject,reject,Từ chối/trả lại,却下/差戻し,ALL,Company Settings,settings,302,/saki/groups/approved,Approval Group Master,SA-SET-006,承認グループマスタ,approval_group_master,Approval Group Master,SAKI Portal,saki,派遣先ポータル
saki.settings.approval_group_member_user_master.view,view,Xem màn hình/dữ liệu,参照,ALL,Company Settings,settings,303,/saki/groups/used-master,Approval Group Member User Master,SA-SET-008,承認グループ所属ユーザーマスタ,approval_group_member_user_master,Nhóm cho phép sử dụng master,SAKI Portal,saki,派遣先ポータル
saki.settings.approval_group_member_user_master.create,create,Tạo mới dữ liệu,作成,ALL,Company Settings,settings,304,/saki/groups/used-master,Approval Group Member User Master,SA-SET-008,承認グループ所属ユーザーマスタ,approval_group_member_user_master,Nhóm cho phép sử dụng master,SAKI Portal,saki,派遣先ポータル
saki.settings.approval_group_member_user_master.edit,edit,Chỉnh sửa dữ liệu,修正,ALL,Company Settings,settings,305,/saki/groups/used-master,Approval Group Member User Master,SA-SET-008,承認グループ所属ユーザーマスタ,approval_group_member_user_master,Nhóm cho phép sử dụng master,SAKI Portal,saki,派遣先ポータル
saki.settings.approval_group_member_user_master.delete,delete,Xóa dữ liệu,削除,ALL,Company Settings,settings,306,/saki/groups/used-master,Approval Group Member User Master,SA-SET-008,承認グループ所属ユーザーマスタ,approval_group_member_user_master,Nhóm cho phép sử dụng master,SAKI Portal,saki,派遣先ポータル
saki.settings.approval_group_member_user_master.approve,approve,Phê duyệt,承認,ALL,Company Settings,settings,307,/saki/groups/used-master,Approval Group Member User Master,SA-SET-008,承認グループ所属ユーザーマスタ,approval_group_member_user_master,Nhóm cho phép sử dụng master,SAKI Portal,saki,派遣先ポータル
saki.settings.approval_group_member_user_master.reject,reject,Từ chối/trả lại,却下/差戻し,ALL,Company Settings,settings,308,/saki/groups/used-master,Approval Group Member User Master,SA-SET-008,承認グループ所属ユーザーマスタ,approval_group_member_user_master,Nhóm cho phép sử dụng master,SAKI Portal,saki,派遣先ポータル
saki.settings.conflict_date_applicable_establishment_master.view,view,Xem màn hình/dữ liệu,参照,ALL,Company Settings,settings,309,,Conflict Date Applicable Establishment Master,SA-SET-009,抵触日適用事業所マスタ,conflict_date_applicable_establishment_master,,SAKI Portal,saki,派遣先ポータル
saki.settings.conflict_date_applicable_establishment_master.create,create,Tạo mới dữ liệu,作成,ALL,Company Settings,settings,310,,Conflict Date Applicable Establishment Master,SA-SET-009,抵触日適用事業所マスタ,conflict_date_applicable_establishment_master,,SAKI Portal,saki,派遣先ポータル
saki.settings.conflict_date_applicable_establishment_master.edit,edit,Chỉnh sửa dữ liệu,修正,ALL,Company Settings,settings,311,,Conflict Date Applicable Establishment Master,SA-SET-009,抵触日適用事業所マスタ,conflict_date_applicable_establishment_master,,SAKI Portal,saki,派遣先ポータル
saki.settings.conflict_date_applicable_establishment_master.delete,delete,Xóa dữ liệu,削除,ALL,Company Settings,settings,312,,Conflict Date Applicable Establishment Master,SA-SET-009,抵触日適用事業所マスタ,conflict_date_applicable_establishment_master,,SAKI Portal,saki,派遣先ポータル
saki.settings.job_title_master.view,view,Xem màn hình/dữ liệu,参照,ALL,Company Settings,settings,313,/saki/settings/job-title,Job Title Master,SA-SET-010,職種マスタ,job_title_master,,SAKI Portal,saki,派遣先ポータル
saki.settings.job_title_master.edit,edit,Chỉnh sửa dữ liệu,修正,ALL,Company Settings,settings,314,/saki/settings/job-title,Job Title Master,SA-SET-010,職種マスタ,job_title_master,,SAKI Portal,saki,派遣先ポータル
saki.settings.job_title_master.create,create,Tạo mới dữ liệu,作成,ALL,Company Settings,settings,315,/saki/settings/job-title,Job Title Master,SA-SET-010,職種マスタ,job_title_master,,SAKI Portal,saki,派遣先ポータル
saki.settings.job_title_master.delete,delete,Xóa dữ liệu,削除,ALL,Company Settings,settings,316,/saki/settings/job-title,Job Title Master,SA-SET-010,職種マスタ,job_title_master,,SAKI Portal,saki,派遣先ポータル
saki.settings.file_layout_settings.view,view,Xem màn hình/dữ liệu,参照,ALL,Company Settings,settings,317,/saki/settings/layout,File Layout Settings,SA-SET-011,ファイルレイアウト設定,file_layout_settings,,SAKI Portal,saki,派遣先ポータル
saki.settings.file_layout_settings.edit,edit,Chỉnh sửa dữ liệu,修正,ALL,Company Settings,settings,318,/saki/settings/layout,File Layout Settings,SA-SET-011,ファイルレイアウト設定,file_layout_settings,,SAKI Portal,saki,派遣先ポータル
saki.settings.company_holidays.view,view,Xem màn hình/dữ liệu,参照,ALL,Company Settings,settings,319,/saki/settings/company-holidays,Company Holidays,SA-SET-012,自社の休日,company_holidays,Quản lý ngày nghỉ lễ,SAKI Portal,saki,派遣先ポータル
saki.settings.company_holidays.edit,edit,Chỉnh sửa dữ liệu,修正,ALL,Company Settings,settings,320,/saki/settings/company-holidays,Company Holidays,SA-SET-012,自社の休日,company_holidays,Quản lý ngày nghỉ lễ,SAKI Portal,saki,派遣先ポータル
saki.settings.user_editable_item_settings.view,view,Xem màn hình/dữ liệu,参照,ALL,Company Settings,settings,321,/saki/settings/user-editable-fields,User Editable Item Settings,SA-SET-013,ユーザー編集可能項目設定,user_editable_item_settings,Quản lý user có thể edit settings,SAKI Portal,saki,派遣先ポータル
saki.settings.user_editable_item_settings.edit,edit,Chỉnh sửa dữ liệu,修正,ALL,Company Settings,settings,322,/saki/settings/user-editable-fields,User Editable Item Settings,SA-SET-013,ユーザー編集可能項目設定,user_editable_item_settings,Quản lý user có thể edit settings,SAKI Portal,saki,派遣先ポータル
saki.settings.role_master.view,view,Xem màn hình/dữ liệu,参照,ALL,Company Settings,settings,323,/saki/settings/roles,Role Master,SA-SET-004,権限マスタ,role_master,Quản lý RBAC role.,SAKI Portal,saki,派遣先ポータル
saki.settings.role_master.edit,edit,Chỉnh sửa dữ liệu,修正,ALL,Company Settings,settings,324,/saki/settings/roles,Role Master,SA-SET-004,権限マスタ,role_master,Quản lý RBAC role.,SAKI Portal,saki,派遣先ポータル
saki.settings.role_master.create,create,Tạo mới dữ liệu,作成,ALL,Company Settings,settings,325,/saki/settings/roles,Role Master,SA-SET-004,権限マスタ,role_master,Quản lý RBAC role.,SAKI Portal,saki,派遣先ポータル
saki.settings.role_master.delete,delete,Xóa dữ liệu,削除,ALL,Company Settings,settings,326,/saki/settings/roles,Role Master,SA-SET-004,権限マスタ,role_master,Quản lý RBAC role.,SAKI Portal,saki,派遣先ポータル
saki.settings.user_master.view,view,Xem màn hình/dữ liệu,参照,ALL,Company Settings,settings,327,/saki/settings/users,User Master,SA-SET-005,ユーザーマスタ,user_master,Quản lý SAKI users.,SAKI Portal,saki,派遣先ポータル
saki.settings.user_master.edit,edit,Chỉnh sửa dữ liệu,修正,ALL,Company Settings,settings,328,/saki/settings/users,User Master,SA-SET-005,ユーザーマスタ,user_master,Quản lý SAKI users.,SAKI Portal,saki,派遣先ポータル
saki.settings.user_master.create,create,Tạo mới dữ liệu,作成,ALL,Company Settings,settings,329,/saki/settings/users,User Master,SA-SET-005,ユーザーマスタ,user_master,Quản lý SAKI users.,SAKI Portal,saki,派遣先ポータル
saki.settings.user_master.delete,delete,Xóa dữ liệu,削除,ALL,Company Settings,settings,330,/saki/settings/users,User Master,SA-SET-005,ユーザーマスタ,user_master,Quản lý SAKI users.,SAKI Portal,saki,派遣先ポータル
saki.settings.user_master_create.view,view,Xem màn hình/dữ liệu,参照,ALL,Company Settings,settings,331,/saki/settings/users,User Master Create,SA-SET-014,ユーザー登録,user_master_create,Thêm mới Saki Users,SAKI Portal,saki,派遣先ポータル
saki.settings.user_master_create.create,create,Tạo mới dữ liệu,作成,ALL,Company Settings,settings,332,/saki/settings/users,User Master Create,SA-SET-014,ユーザー登録,user_master_create,Thêm mới Saki Users,SAKI Portal,saki,派遣先ポータル
saki.settings.user_master_create.edit,edit,Chỉnh sửa dữ liệu,修正,ALL,Company Settings,settings,333,/saki/settings/users,User Master Create,SA-SET-014,ユーザー登録,user_master_create,Thêm mới Saki Users,SAKI Portal,saki,派遣先ポータル
saki.settings.user_master_create.delete,delete,Xóa dữ liệu,削除,ALL,Company Settings,settings,334,/saki/settings/users,User Master Create,SA-SET-014,ユーザー登録,user_master_create,Thêm mới Saki Users,SAKI Portal,saki,派遣先ポータル
saki.settings.user_master_update.view,view,Xem màn hình/dữ liệu,参照,ALL,Company Settings,settings,335,/saki/settings/users,User Master Update,SA-SET-015,ユーザー編集,user_master_update,Cập nhật SAKI users.,SAKI Portal,saki,派遣先ポータル
saki.settings.user_master_update.edit,edit,Chỉnh sửa dữ liệu,修正,ALL,Company Settings,settings,336,/saki/settings/users,User Master Update,SA-SET-015,ユーザー編集,user_master_update,Cập nhật SAKI users.,SAKI Portal,saki,派遣先ポータル
saki.settings.user_master_update.create,create,Tạo mới dữ liệu,作成,ALL,Company Settings,settings,337,/saki/settings/users,User Master Update,SA-SET-015,ユーザー編集,user_master_update,Cập nhật SAKI users.,SAKI Portal,saki,派遣先ポータル
saki.settings.user_master_update.delete,delete,Xóa dữ liệu,削除,ALL,Company Settings,settings,338,/saki/settings/users,User Master Update,SA-SET-015,ユーザー編集,user_master_update,Cập nhật SAKI users.,SAKI Portal,saki,派遣先ポータル
saki.settings.workplace_detail.view,view,Xem màn hình/dữ liệu,参照,ALL,Company Settings,settings,339,/saki/settings/workplaces/:id,Workplace Detail,SA-SET-004,就業場所詳細,workplace_detail,Chi tiết workplace.,SAKI Portal,saki,派遣先ポータル
saki.settings.workplace_detail.edit,edit,Chỉnh sửa dữ liệu,修正,ALL,Company Settings,settings,340,/saki/settings/workplaces/:id,Workplace Detail,SA-SET-004,就業場所詳細,workplace_detail,Chi tiết workplace.,SAKI Portal,saki,派遣先ポータル
saki.settings.workplace_list.view,view,Xem màn hình/dữ liệu,参照,ALL,Company Settings,settings,341,/saki/settings/workplaces,Workplace List,SA-SET-003,就業場所一覧,workplace_list,Danh sách workplace.,SAKI Portal,saki,派遣先ポータル
saki.settings.workplace_list.edit,edit,Chỉnh sửa dữ liệu,修正,ALL,Company Settings,settings,342,/saki/settings/workplaces,Workplace List,SA-SET-003,就業場所一覧,workplace_list,Danh sách workplace.,SAKI Portal,saki,派遣先ポータル
saki.settings.department_master.view,view,Xem màn hình/dữ liệu,参照,ALL,Company Settings,settings,343,/saki/settings/departments,Department Master,SA-SET-002,部署マスタ,department_master,Quản lý department.,SAKI Portal,saki,派遣先ポータル
saki.settings.department_master.edit,edit,Chỉnh sửa dữ liệu,修正,ALL,Company Settings,settings,344,/saki/settings/departments,Department Master,SA-SET-002,部署マスタ,department_master,Quản lý department.,SAKI Portal,saki,派遣先ポータル
saki.settings.department_master.create,create,Tạo mới dữ liệu,作成,ALL,Company Settings,settings,345,/saki/settings/departments,Department Master,SA-SET-002,部署マスタ,department_master,Quản lý department.,SAKI Portal,saki,派遣先ポータル
saki.settings.department_master.delete,delete,Xóa dữ liệu,削除,ALL,Company Settings,settings,346,/saki/settings/departments,Department Master,SA-SET-002,部署マスタ,department_master,Quản lý department.,SAKI Portal,saki,派遣先ポータル
saki.settings.company_master.view,view,Xem màn hình/dữ liệu,参照,ALL,Company Settings,settings,347,/saki/settings/company,Company Master,SA-SET-001,企業マスタ,company_master,Quản lý company info.,SAKI Portal,saki,派遣先ポータル
saki.settings.company_master.edit,edit,Chỉnh sửa dữ liệu,修正,ALL,Company Settings,settings,348,/saki/settings/company,Company Master,SA-SET-001,企業マスタ,company_master,Quản lý company info.,SAKI Portal,saki,派遣先ポータル
saki.settings.company_master.create,create,Tạo mới dữ liệu,作成,ALL,Company Settings,settings,349,/saki/settings/company,Company Master,SA-SET-001,企業マスタ,company_master,Quản lý company info.,SAKI Portal,saki,派遣先ポータル
saki.settings.company_master.delete,delete,Xóa dữ liệu,削除,ALL,Company Settings,settings,350,/saki/settings/company,Company Master,SA-SET-001,企業マスタ,company_master,Quản lý company info.,SAKI Portal,saki,派遣先ポータル
saki.common.tenant_init_setup.edit,edit,Chỉnh sửa dữ liệu,修正,SELF_ONLY/ALL,Common,common,352,,Tenant init Setup,SA-COM-000,派遣先テナント初期設定,tenant_init_setup,,SAKI Portal,saki,派遣先ポータル
platform.dashboard.platform_dashboard.view,view,Xem màn hình/dữ liệu,参照,ALL,Dashboard,dashboard,353,/admin/dashboard,Platform Dashboard,PA-DB-001,プラットフォームダッシュボード,platform_dashboard,Dashboard tổng quan toàn hệ thống SaaS,Platform SaaS Admin,platform,プラットフォーム管理
platform.dashboard.saas_kpi_dashboard.view,view,Xem màn hình/dữ liệu,参照,ALL,Dashboard,dashboard,354,/admin/dashboard/kpi,SaaS KPI Dashboard,PA-DB-002,SaaS KPIダッシュボード,saas_kpi_dashboard,Dashboard KPI SaaS business,Platform SaaS Admin,platform,プラットフォーム管理
platform.dashboard.system_health_dashboard.view,view,Xem màn hình/dữ liệu,参照,ALL,Dashboard,dashboard,355,/admin/dashboard/system-health,System Health Dashboard,PA-DB-003,システム監視ダッシュボード,system_health_dashboard,Monitoring hạ tầng hệ thống,Platform SaaS Admin,platform,プラットフォーム管理
platform.tenant.moto_tenant_detail.view,view,Xem màn hình/dữ liệu,参照,ALL,Tenant Management,tenant,356,/admin/moto-tenants/:id,MOTO Tenant Detail,PA-TEN-002,派遣元テナント詳細,moto_tenant_detail,Chi tiết tenant MOTO,Platform SaaS Admin,platform,プラットフォーム管理
platform.tenant.create_moto_tenant.view,view,Xem màn hình/dữ liệu,参照,ALL,Tenant Management,tenant,357,/admin/moto-tenants/create,Create MOTO Tenant,PA-TEN-003,派遣元テナント作成,create_moto_tenant,Tạo tenant MOTO mới,Platform SaaS Admin,platform,プラットフォーム管理
platform.tenant.create_moto_tenant.create,create,Tạo mới dữ liệu,作成,ALL,Tenant Management,tenant,358,/admin/moto-tenants/create,Create MOTO Tenant,PA-TEN-003,派遣元テナント作成,create_moto_tenant,Tạo tenant MOTO mới,Platform SaaS Admin,platform,プラットフォーム管理
platform.tenant.edit_moto_tenant.view,view,Xem màn hình/dữ liệu,参照,ALL,Tenant Management,tenant,359,/admin/moto-tenants/:id/edit,Edit MOTO Tenant,PA-TEN-004,派遣元テナント編集,edit_moto_tenant,Chỉnh sửa tenant MOTO,Platform SaaS Admin,platform,プラットフォーム管理
platform.tenant.edit_moto_tenant.edit,edit,Chỉnh sửa dữ liệu,修正,ALL,Tenant Management,tenant,360,/admin/moto-tenants/:id/edit,Edit MOTO Tenant,PA-TEN-004,派遣元テナント編集,edit_moto_tenant,Chỉnh sửa tenant MOTO,Platform SaaS Admin,platform,プラットフォーム管理
platform.tenant.suspend_moto_tenant.view,view,Xem màn hình/dữ liệu,参照,ALL,Tenant Management,tenant,361,/admin/moto-tenants/:id/suspend,Suspend MOTO Tenant,PA-TEN-005,派遣元テナント停止,suspend_moto_tenant,Suspend tenant MOTO,Platform SaaS Admin,platform,プラットフォーム管理
platform.tenant.suspend_moto_tenant.cancel,cancel,Hủy nghiệp vụ,取消,ALL,Tenant Management,tenant,362,/admin/moto-tenants/:id/suspend,Suspend MOTO Tenant,PA-TEN-005,派遣元テナント停止,suspend_moto_tenant,Suspend tenant MOTO,Platform SaaS Admin,platform,プラットフォーム管理
platform.tenant.restore_moto_tenant.view,view,Xem màn hình/dữ liệu,参照,ALL,Tenant Management,tenant,363,/admin/moto-tenants/:id/restore,Restore MOTO Tenant,PA-TEN-006,派遣元テナント復旧,restore_moto_tenant,Restore tenant MOTO,Platform SaaS Admin,platform,プラットフォーム管理
platform.tenant.restore_moto_tenant.restore,restore,Khôi phục dữ liệu,復帰,ALL,Tenant Management,tenant,364,/admin/moto-tenants/:id/restore,Restore MOTO Tenant,PA-TEN-006,派遣元テナント復旧,restore_moto_tenant,Restore tenant MOTO,Platform SaaS Admin,platform,プラットフォーム管理
platform.tenant.saki_tenant_list.view,view,Xem màn hình/dữ liệu,参照,ALL,Tenant Management,tenant,365,/admin/saki-tenants,SAKI Tenant List,PA-TEN-007,派遣先テナント一覧,saki_tenant_list,Danh sách tenant SAKI,Platform SaaS Admin,platform,プラットフォーム管理
platform.tenant.saki_tenant_detail.view,view,Xem màn hình/dữ liệu,参照,ALL,Tenant Management,tenant,366,/admin/saki-tenants/:id,SAKI Tenant Detail,PA-TEN-008,派遣先テナント詳細,saki_tenant_detail,Chi tiết tenant SAKI,Platform SaaS Admin,platform,プラットフォーム管理
platform.tenant.create_saki_tenant.view,view,Xem màn hình/dữ liệu,参照,ALL,Tenant Management,tenant,367,/admin/saki-tenants/create,Create SAKI Tenant,PA-TEN-009,派遣先テナント作成,create_saki_tenant,Tạo tenant SAKI mới,Platform SaaS Admin,platform,プラットフォーム管理
platform.tenant.create_saki_tenant.create,create,Tạo mới dữ liệu,作成,ALL,Tenant Management,tenant,368,/admin/saki-tenants/create,Create SAKI Tenant,PA-TEN-009,派遣先テナント作成,create_saki_tenant,Tạo tenant SAKI mới,Platform SaaS Admin,platform,プラットフォーム管理
platform.tenant.edit_saki_tenant.view,view,Xem màn hình/dữ liệu,参照,ALL,Tenant Management,tenant,369,/admin/saki-tenants/:id/edit,Edit SAKI Tenant,PA-TEN-010,派遣先テナント編集,edit_saki_tenant,Chỉnh sửa tenant SAKI,Platform SaaS Admin,platform,プラットフォーム管理
platform.tenant.edit_saki_tenant.edit,edit,Chỉnh sửa dữ liệu,修正,ALL,Tenant Management,tenant,370,/admin/saki-tenants/:id/edit,Edit SAKI Tenant,PA-TEN-010,派遣先テナント編集,edit_saki_tenant,Chỉnh sửa tenant SAKI,Platform SaaS Admin,platform,プラットフォーム管理
